Должность,professionalroleid,Зарплата,Компания,Дата обьявления,Район,Тип занятости,Тип занятости2,Ключевые навыки,Ссылка,Мера содействия занятости
Экономист,Финансы и бухучет,от 138 000 тенге,"ИП""Engineering""",Вакансия опубликована 29.05.2023,Адреса нет,полный рабочий день,временная,Контроль финансово-экономической деятельности организации;,https://enbek.kz/ru/vacancy/ekonomist~3122535,Молодежная практика
Логопед-дефектолог,Образование и воспитание,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Little Step Almaty""",Вакансия опубликована 26.05.2023,Адреса нет,полный рабочий день,временная,Оценка психологического состояния учащегося;,https://enbek.kz/ru/vacancy/logoped-defektolog~3120523,Молодежная практика
Бухгалтер,Финансы и бухучет,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Интернет Бухгалтерия""",Вакансия опубликована 25.05.2023,Адреса нет,полный рабочий день,временная,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3118666,Молодежная практика
Маркетолог,Маркетинг и СМИ,от 138 000 тенге,"Коммунальное государственное учреждение ""Центр общественного развития города Алматы"" Управления общественного развития города Алматы",Вакансия опубликована 25.05.2023,Адреса нет,полный рабочий день,временная,Проведение анализа требований потребителей согласно результатам маркетинговых исследований;,https://enbek.kz/ru/vacancy/marketolog~3118564,Молодежная практика
Медицинская(ий) сестра/брат,Медицина и фармацевтика,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Trinity sportmed""",Вакансия опубликована 23.05.2023,Адреса нет,полный рабочий день,временная,Сестринский уход;,https://enbek.kz/ru/vacancy/medicinskaya(ii)-sestra-brat~3111875,Молодежная практика
Бухгалтер,Финансы и бухучет,от 103 500 тенге,"ИП ""Consult Infinity""",Вакансия опубликована 22.05.2023,Адреса нет,полный рабочий день,временная,Ведение бухгалтерского учета и отчетности;,https://enbek.kz/ru/vacancy/bukhgalter~3112826,Первое рабочее место
Юрисконсульт,Юриспруденция,от 138 000 тенге,МЫРЗАЛЫ ЕРБОЛ ТӨЛЕГЕНҰЛЫ,Вакансия опубликована 22.05.2023,Адреса нет,полный рабочий день,временная,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yuriskonsult~3108689,Молодежная практика
Техник-проектировщик,Строительство и архитектура,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""PROFPROEKTIR""",Вакансия опубликована 18.05.2023,Адреса нет,полный рабочий день,временная,Подготовка проектной документации;,https://enbek.kz/ru/vacancy/tekhnik-proektirovshchik~3105063,Молодежная практика
Учитель биологии,Образование и воспитание,от 138 000 тенге,"Общественное объединение ""Федерация Восточных единоборств Спортивный клуб ""КАБЫЛАН""",Вакансия опубликована 16.05.2023,Адреса нет,полный рабочий день,временная,Систематизация результатов физико-химического анализа;,https://enbek.kz/ru/vacancy/uchitel-biologii~3098987,Молодежная практика
Журналист,Маркетинг и СМИ,от 138 000 тенге,ИП Әділбаев,Вакансия опубликована 16.05.2023,Адреса нет,полный рабочий день,временная,Вести переговоры;,https://enbek.kz/ru/vacancy/zhurnalist~3097736,Молодежная практика
Модельер-конструктор,Производство,от 138 000 тенге,"Товарищество с ограниченной ответственностью ""Попутный Ветер""",Вакансия опубликована 15.05.2023,Адреса нет,полный рабочий день,временная,Построение модельных конструкций и лекал (трикотаж и головные уборы);,https://enbek.kz/ru/vacancy/modeler-konstruktor~3095285,Молодежная практика
Маркетолог,Маркетинг и СМИ,от 138 000 тенге,"Общественное объединение инвалидов ""Seriktestik Adildik Tendik""",Вакансия опубликована 15.05.2023,Адреса нет,полный рабочий день,временная,Умение продвигать товары и услуги;,https://enbek.kz/ru/vacancy/marketolog~3094207,Молодежная практика
Учитель иностранного языка,Образование и воспитание,от 138 000 тенге,ИП Кубелекова Карлыгаш Габиевна,Вакансия опубликована 12.05.2023,Адреса нет,полный рабочий день,временная,Преподавание предметов на английском языке;,https://enbek.kz/ru/vacancy/uchitel-inostrannogo-yazyka~3093061,Молодежная практика
Оператор-телефонист,IT и телекоммуникации,от 103 500 тенге,"Товарищество с ограниченной ответственностью ""БиоТрэйд""",Вакансия опубликована 11.05.2023,Адреса нет,полный рабочий день,временная,Регистрация входящей и исходящей информации;,https://enbek.kz/ru/vacancy/operator-telefonist~3089021,Молодежная практика
Юрист,Юриспруденция,от 138 000 тенге,"Частный фонд ""Таңғы шуақ""",Вакансия опубликована 06.05.2023,Адреса нет,полный рабочий день,временная,Оказание правовой помощи в составлении юридических документов;,https://enbek.kz/ru/vacancy/yurist~3082440,Молодежная практика
